resource_id,description
cmclhs2iv00cevl2cmx6r9z0d,Tickets are available at 4PM
cm460n3xl00lztkz15koshuym,The organization provides tickets before distribution.
cljbv20xh011rrs0h7m5uofv9,Only serving neighborhood.
cldnbtgt7000el70gzmx6hota,"For more information or to register to attend a Community Cafe near you, please call 617-477-6688 or email ethosmeals@ethocare.org"
ckykb6v8t060204yw50n3mttw,"Food sites offer supplemental food and groceries.
Site details are subject to change. Before you go, contact the site to confirm their hours and services."
cm5a0w8ri00sg2k0vsp8z4enw,Advised to arive early as the line forms really early
clhg5go4t003eme0fpgcl0h8b,"Documents: Photo ID. Proof of income. Proof of address.
Service Description: Choice pantry offers three to 10
day supply, twice a month. Fresh produce available
every Wed. A hot meal is also available every Wed.
evening. Can meet special dietary needs such as low
sodium, diabetic and religious dietary restrictions.
Formula and baby foods may be available.

**Eligibility: Those who live in the zip codes 43214,
43220, 43221, 43229 and 43202. Service frequency
is on a case-by-case basis. Will serve those outside
of zip codes only once.

Intake Process: Walk-in and/or drive thru (Volunteer will
come to car.)

**Documents: Photo ID, proof of income, proof of
address."
ckypic1h5180593yyphqch3e56,Call to set appointment between 8:30am to 4:30pm
ckyoo0t2a611473wqe76yjee40,"Pick up from Library on 18th and Vine Sundays at 9:00 AM


Distributes food after church services. Must participate to receive food."
ckyoj038u1063063lynmdf5vk8s,"Dental clinic is not currently operating. If you need a referral to a dentist, please visit the medical clinic."
ckyl0i2a1125114143in01td08,Call (267) 242-0989 to make an appointment. The food is limited and not everyone may be accommodated.
ckwzh1c0800273hvojtfqn6t5,"Sacaucus Residents only 

On-site registration required"
clw07mfhh00fvm25dk92elxel,"* There's no specific schedule, but the distribution schedule will be sent through Plentiful app.
* It Takes A Village, Ours Is Home distributes once a month"
cls2d9np815mtvhw57l2rwd1j,"Advised to look at their Facebook page for updates https://www.facebook.com/profile.php?id=100069173940948

- Serves only residents of Williamstown"
cljrg4a1m00esuv0gobfq66tt,Friday. Distribution begins at 11:30am. Keep checking back for updates as these sites will alternate weekly.
cli599eu003lfpi0gk3jy5qtb,Arrive early to line up for food pantry
cleil6kes003zl60fgo0kyrod,Serve NJ residents
clei769hy0001l70fx6e4ro8o,On-site registration required
clgg3o5yc0014l20fy9yayo9f,"ext 128 for Rachel
ext 121 for Jenifer
temporary housing shelter if required"
clesr7o750002jo0fl5468sax,"SHI staff can assist you in applying for SNAP benefits, submitting required documentation, completing your re-certification, and more. Please contact them to set up a phone appointment at 508-588-0447 or email them at snap@selfhelpinc.org (someone will get back to you within 48hrs, as they have reduced staff)"
clz8qjo2r0r23ion9legc4kwj,"5563 Memorial Drive, Suite C, Stone Mountain, GA 30083"
cllqqj0is00golh0hnosg376f,"Mobile pantry located in the front circle, Enter off Mayer's road"
cldopw2fw001dmk0f159g8j95,"No Timing

Eliot Congregational Church"
ckxexc1mx08370413bymh6jh8,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers."
clihtbkwo0d94o70hm3m0nycx,Registration required on site at 9:00am and distribution starts at 1pm serves Pinellas County
clhjr3s9j073xqd0hnd45yxps,Make an appointment through [FreshTrak](https://freshtrak.com/events/list/43203/10/)
cldo28kyc023rz304rbt1dtit,A client only needs to show proof of Philadelphia residency when they sign up
clubl64p00tv8zm6s4a8m20qi,https://www.facebook.com/photo/?fbid=793197462851271&set=a.632625858908433
cljnf9i3j02z7mq0hpnywef79,"Serves: Middlesex County
Bring an ID with you that shows your address (must sign in at the desk each time you come)
 Produce and non-perishable items are available to those in need.  Nonperishable canned foods are 
available on an emergency basis. Assistance is limited to two times each month."
cli4y1rjt03rrvy02u7q29paj,"Serving Dunedin, Palm Harbor & Clearwater communities"
ckyzepxpd2353363o1dd1sli60v,"The Social Services Referral program are offered Tuesdays and Thursdays from 10 am to 1 pm, and continues to assist hundreds of individuals and families in a variety of social services ranging from assistance with housing, social security, food stamp benefits, obtaining medical insurance, and life-event counseling."
ckypexf5a117713yyp2c2uvlbg,Distribute Food until supplies last
cmir2gdq1015p3qcrvoyy5fuy,"* May start early during winter around 9:30 am.
* Please call +1 (718) 828-1114 to confirm if open on Jewish holidays.
* Open to all"
cmir1htf100ywzqcriqrrzpyu,"https://www.instagram.com/explore/locations/1725752057438227/new-tabernacle-baptist-church-of-bronx-ny/
https://www.facebook.com/NewTabernacleBC/?rf=346244548727573"
cmbs21cgd05miux0w18tq72rq,Get registered to receive food here https://docs.google.com/forms/d/e/1FAIpQLSfIErXME8JUm4GO_gdWufmC7dvASnnjNZbuFEF0rRxMoW3b9Q/viewform
clhl0lcdf014dmb0hs67pyb8b,"Evangelistic Services and Outreach
ATTENTION: Due to very poor attendance, the weekday evening meal services have been discontinued.


We still are open to provide clothing and food each day.
ALL are welcome to attend our regular Sunday and Wednesday Services."
cleccphb20014mn0fm4hj19nt,"Open to Atlantic City resident to register. If not registered, requires current NJ photo i.d. card, proof of address on i.d. card, and proof of income. Requires to call for further information.
Clients can receive food assistance on the third and fourth Thursdays of each month. Those who received food on the third Thursday are not eligible on the fourth Thursday.

Must show a New Jersey photo ID"
ckxz77tvb005304z64go44gfw,Where there is bad weather day we leave a message indicating new open and close dates and a number to call for more info.
cmjg3t9zo01fj28fo5hqfg4f0,"Our online store opens every Thursday at 8 AM and closes once inventory is depleted. You can place only one order per week.

If items are listed as “Out of Stock,” it means supplies for those items have been fully depleted. Please check again the following Thursday when the store reopens.

To be added to our waiting list, please email the following information to info@theonlinefoodpantry.org: Full Name, Home Address, Number of People in Household, Phone Number, Email Address, and your current situation. Being added to the waiting list does not guarantee a food delivery.

If you place an order and receive an order number, your order is confirmed, and a representative will contact you within 24-48 hours. After your order is placed, you will receive a confirmation email. A representative will then call you to schedule your delivery.

If you have any food preferences or restrictions, please reply to your confirmation email to let us know.

Due to high demand, please be aware that callbacks and email responses may take a few days, and not all inquiries may be returned."
cmh27l4x400o31geovyu15hy0,Foof distribution is at the back side of the school
cm54i7tnc002b1s0wgbduo4q9,clients can visit twice a month
ckyscnyom286013zune9miavn9,"- Call in advance for services at (973) 746-4669
-  Essex county can come in once a week while the other counties can come in once a month.
-  Vaccines are needed for the diaper program which is aailable only to essex county residents
- They need only bring ID and proof of address. We serve all of Essex county on a once-a-week basis (except Newark. Newark is a major city with a lot of resources and we'd be overwhelmed trying to handle that city's residents) We serve all other counties in NJ on a once-a-month basis and provide them with listings for their counties."
cm3rgzth600wxs296ia4v2j21,"Book an appointment online: https://book.squareup.com/appointments/z1y91ulycikuxx/location/LJ2XHG81X1BPS/services

Registration on website required"
clv5my7ma031cosnj6dem9647,On-site registration required
cli4y0e2q02fxvy02btwv0aii,"Please bring proof of residency and Social Security cards for each family member.
Financial assistance may be available to those in need of rent, utilities or other living expenses. Those receiving assistance must live within our area or will be directed to an organization in their area. A volunteer will make a visit to your home if we can help and you meet our guidelines. Basic client information is shared with other local charitable organizations on the Meet the Need website.  Requests can be made by calling: 813-325-6440 and leaving a message. Calls are returned in 1 or 2 days. For emergencies, call the country help line: 211.

ID required for all members of the household"
cmeh97iom01r3ypfmxqhfrfzd,EHBB NYC is partnering with Sharing Excess to deliver produce to NYCHA residents from March to June.
cldx6jffv0003mh0f6xlyzyxj,Please call before going to confirm hours.
cmhar7h6n0z0uzsfk6p27oari,"Location Operating Hours
Thursday

2:00 PM - 7:00 PM"
cmgjwpg1z01n843egnzn4dr3s,"""Holiday Food Baskets
Food baskets are donated on Thanksgiving, Christmas, and Easter, to those in need within our church and community. Opportunities to sign up for a food basket will be provided prior to the holiday.
School Supplies and Toy Giveaways
At the beginning of each school year, a book bag and school supplies are provided to children who are in need. Toys are distributed to those in need during the Christmas season."""
cluu13gqa01obd7wkhflmv2go,"* Save your Slot to receive food at https://host.tablesready.com/p/check-in/market-gantz
* The Waitlist will open 30 minutes before market.
* Please add your full name as it appears on your I.D.
You will receive 2 texts.
When you receive second text, you have 30 minutes to arrive.
*  Client can visit once a week
* Open to anyone regardless of the zip code
* Please visit the website for more information: https://mofc.org/get-involved/find-food/ 

Registration on website required"
clg5b341l0000lc0fips8kuky,"https://www.facebook.com/compassionplace
advised to arive early  as the line starts forming at 7am"
cl4dq7c5l001204s0u9yow9kr,"Beckett Life Center is a community center in North Philadelphia that hosts food distribution in partnership with Philabundance’s Let’s Eat Program. As a food pantry, it provides essential groceries to individuals and families in need, contributing to food security in the community."
ckyoj2uk31064213lyn8vsuwrxc,Hands out sandwiches
cm9ve2wwu00b82l0v1ktyighx,This is a mobile pantry maybe it will be late due to the traffic please wait 15 min from the time of arrival
